
2X, 3X, Anna Twisdon, Ben Wallis, Betty Crane, Betty Nestor, Bill Dunn, Bobbie Drew, Captain Benson, Chadak, Diana Lanford
Diane Carson, Fred Baxter, Galu, Goettler, Harold Schmidt, Janet Winslow, Joan Winters, Jose Abejaron, King Bolo, Lily Saunders, Louise Carson
Maizie, Mara Rice, Markham Erickson, Martha Davis, Mary Carmody, Mary Edwards, Mister Carson, Nara Gale, Olalla, Pere Kauraka, Princess Tonka
Rangoo, Richard Gardner, Rita Grey, Sator, Sheila Mason, Simon Crane, Spot, Tuta, Ak, Eileen Conroy, Emil Frank
Ethan Allen, John Scott, John Storm, Mister Million, Phadion, Rhaya, Robert Harrison, Robert Roland, Rudolf Norsen, Running Elk, Saba Hamud
Sally Kean, Scoops Winston, Super Slave, Baby Dean, Budd Powers, Butch (Tough Kid Squad), Butch Brogan, Captain Cookie, Clancy Mullaney, Cupid Cueball, Deena Drayson
Derrick Dawes, Don Caldwell, Eagle (Tough Kid Squad), Fido (Nowhere), Fish Face Friday, Gary Gaunt, Gi-Gi Devin, Jean Carson, Jonah Lamb, Kenny Roberts, Lana Love
Lon Crag, Mabu, Medusa (Sub-Earth Men), Menalaos, Napoleon Sack, P.J. Morgan, Prince of Good, Princess Pam, Red Skeleton (Writer), Stanley Dee, Tom Danger
Tom Powers, Wade Huston, Wally Danger, Will Power (Nowhere), William Everett, A.J. Raffles, Carson Bells, Cigam, Digger (Nowhere), Doris Horton, Eenie-Meenie
Fairy Delight, Gossip, Hercules (Empowered Marvel Boy), Janice Perry, Jessica Hobbs, John Adams (WWII US envoy), King and Queen of Barnyard Valley, King and Queen of Cards, King and Queen of Time, Lee Bradford, Leme Tel
Mother Wong, Once-Upon-a-Time, Pete Porker, Robin Hood, Shirley Booth, Tick and Tock, William Cox, Zeke Mallon, Bucka, Bucky (1313 AD), Captain Amerigo
Doctor Frankenstein (WWII), Hercules (Captain America Past Life), Marmaduke Jones, Mother Ting, Nan Carter, Vanza, Hal Jordan, Lao-Chung, Percy Walker, Whiting, Oscar Tooley
Billy Glow, Eric Hodges, Georgie Jenkins, Henry Enwhistle, Jack Bartley, John Jacob Gilligan, Magda Malone, Mister Zrr, Ronnie Dowell, Scotti Warren, Ted Sparks
Andy Opp, Daphne, Josh Mundy, Leda, Samson (Biblical), Sigmund Adler, Tolan, Marvin Klee, Michael Templar, Professor Buffanoff, Whip Wilson
Jimmy Rogers, Don Jose Del Iturbide, Shang-Ti, Dawn Star, Juan Dos Rios, Sandy Sandlin, Ice King, Frank Yarrow, Gunsmoke Kid, Alice Evans, Leslie Evans
Bill Cooper, John Blandings, Sylvia Blandings, Bones, Carla Strange, Christensen, Ghazandi, Korr (Ant), Nora Trask, Noto, Patten
Siegel, Ziegler, Hardol, Mirmir, Haakun, Jim Baker, Lieutenant Colonel Pinkerton, John Bronson, Tyr of the Blinding Blade, Les (Teen Brigade), Mr. Regal
Wazir, Paula Jackson, Jacob Weiss, Jerry Larkin, Margaret Huff, Torger, Abarac, Andreas Flec, Black (Horse), Creighton McCall, Duane Wilson
Fred Jones, George Ashton, Jack Fury, Black Brother (Joshua), Opar, Ace (SHIELD Agent), Arnaa, Benjamin Grimm (Counter-Earth), Elanna, Jack Martin, Jonathan Storm (Counter-Earth)
Kavor, Mara (Eternal), Ocar, Rennar, Stegor, Susan Storm (Counter-Earth), Tanas, Tulayn, Zapal, Chimu, Krato
Scar Turpin, Wilfred Noble, Father Aimes, Grithstane, Marcios, Montgomery Ford, Paingloss, Sainte-Cloud, Steve Gerber, Tancredo Carezzi, Turhan Barim
Zero (Kurakill), Arnold Krank, Cynthia, Hoenir (Asgardian), Hugo Danner, Jeffrey Parks, Michael Stevenson, Roger Stephenson, Scott Lawrence, Steven Tyler, Uri Geller
Zartros, Cyrus Vance, Gideon Smith, Askare, Bennet Barlow, Fahe, Frank (Police Officer), Glenn Reeper, Helen (Police Officer), Hijiri Sabuki, Ishanta
Kallara, Ken Astor, Milandra, Sir Hogg, Zuni, Aeltri, Atlo, Basque, Charn, Daniel Ironwood, Fia Lundstom
Grogarr, Jeff Colt, Karl Oheimer, Sherna, Agent K, David Wu, Doctor Chowder, Father Eisner, Father McFarland, Marie Eisner, Muck Monster
Pamela Dean, Ronga, Tornaga, Wazira, Andrew Pauncholito, Edward Czerniak, Father Coza, Grimgerta, Hugo Lopez, Leonard Spellman, Theresa Cruz
Tyrone Owlsley, Benazu, Diane Lamarr, Hotei Osho, Leila, Rikky Keegan, Solomus, Alyce Grimm, Gorn, Akiro, Aven
Cloud-Rider, Eric Willis, Growler, Heyatt, Jakka, Michael Keane, Ramin, Solveig, Treefern, Astrid, Binder
Captain Mansfield, Darlene Dunderbeck, Gerd, Illyrie, Mjnari, Argos (Eternals), Arthur Allan Smith, Ceci Ryder, Jack Hollinster, Old Troll, Sheila Ramsey
Avian (Alpha Prime), Conal, Daillus, Inger Sullivan, Jobeth Tucker, Lethbridge-Stewart, Mary Lynn Norfolk, Sephra, Shem, Targo, William Perry
Billy Cassady, Burron, Fantomask, Hystrix, Jack Rollins, Jacob Roark, Madelyn Arnstein, Nicholas Benson, P.J. James, Rebecca Littlehale, Ruth Cassady
Sir Gote, Sir Ursus, Tama Janowitz, Val-Or, Wes Cassady, Wilbur Wycombe, Altjira, Balaal, Baldric, Boomer (Reject), Carol Rayne
Colin Richard, Colonel Okada, Ferret, Gallon (Asgardian), Haaken, Harkonin, Manuel Diego, Michael (Children of Heaven), Mike Ivy, Mohawk (Children of Heaven), Ossem
Panther, Puma, Roberto Carlos, Tareva, Thomas Bradley, Voodoo (Donny), Aleister Kane, Avlekete, Boulder (Kinsmen), Dagal, Dyke
Eddie, Eschu, Ezili, Fire Hand, James Lukus, Jesus Badalemente, Master Elo, Mawu, Milena, Randall Pierce, Rapscallion
Sayf ad-Din Abu Bakr al-Malik al-Adil, Shara, Soar, Talks-To-Spirits, Teleplex, Wee One, Willow-Dancer, Bertram, Christina Aguilar, Clarissa (Asgardian), Delta Nine
Euphy Aguilar, Fangu, Gilmore Hodge, James Fletcher, Kyral, Patty Kurlychek, Ree, Sardan, Shalak, Wayopex, Adjunct
Carlos Alvarez, Chester Harrigan, Corben Rubinstein, Jacqueline Tavarez, Jeter Kan Toon, Marc Danson, Marianne Waters, Myra Lee Sal, Omerta, Paul Danvers, Ravello Medina
Rick McLaurin, Roberto Gonzago, Rock Wit Mike, Sean Bernard, Stencil (Maria), Tilda (Asgardian), Ursula (Swiss), Zoya Vasilievna, Angel of Death (Dark Angel), Armaziel, Harran
Hector Sandrose, James Spencer, Kalen, Len Arkwright, Lenore St. Croix, Malvin Umbridge, Manuel Torres, Mara Arliss, Prune (Warpies), Rico Lazar, Skitter
Wire, Amy Conklin, Daniel Walker, Elijah Jackson, Ernest Shackleton, Foundry (Blood), Gayle Cord-Becker, Heimdall (Earth-941066), Janet Sorenson, Kay Glayvor, Marty Delarosa
Max Belmonde, Meridian, Paul Conklin Jr., Peacekeeper (Joshua), Raphael Suarez, Roberto Ruiz, Sporr (Inhuman), Travis Berkeley, Truthsayer, Candelaria V\u00e9lez, Charlie Pike
El Condor, Everett Salvo, Hijiro Nguri, Impact (Ryu), Marian, Milyann tec Hilyiani, Persephone (Spinsterhood), Running Fish, Tom Jeffers, Trudy Kockenlocker, Woodrow Truesmith
Zona Rosa, Azimuth, Balb, Bav-Tek, Bridgit Shane, Bumpkin, Darcia, Esh-uta, Estelle Geis, Hav-Rogg, Hognir
Lorna Nichols, Marco San Antonio, Plisken, Ray White, Roland Taylor, Skarla, Trish Bogart, Adam Berman, Ai-Chi Wong, Clay Quartermain (Heroes Reborn), Fenton
Haley Blanding, Helen Stacy, Pierre Cloche, Rick Bogart, Roger Juniper, Steed, Tharamus, Todd Blanding, William Fitzpatrick, Armaros, Bill Astin
Chris Miller, Karel, Rebecca Houston, Sally Avril (Earth-98121), Sazae, Ashur, Dan Davis, Delphi (Genosha), Doris Evans (Earth-98121), Kathryn, Lonkarr
Nefer Neith Sinu\u00e9, Sanford Chesney, Sid Franken, V-6, Agent Colby, Aurelle, Ceyote, Claymore, Ernest Sanger (Heroes Reborn), Esphares, Ezekeel
Frisco Pike, General Darlegung (Heroes Reborn), Giraboor, Guardian of the Millennium Monarch, Guinness (Heroes Reborn), Hafaza, Hiram Shaw, James Howlett (Heroes Reborn), Javelin (SHE), Kevin (mutant), Magma (Sven)
Mary Rina (Heroes Reborn), Michka Rose (Heroes Reborn), Millennium Monarch, Morph (First Line), Obadiah Shaw, Psykos, Rebound, Reflex (First Line), Riot-Act, Sarah Shaw, Sariel
Shamrock (SHE), Sketch, Squire, Stanley Klein, Sterling (Heroes Reborn), Suyin King, Tariel, Tricolore (Yvette), Angela Barbato, Cirlio Crisologo, Cole (Neanderthal)
Cyclops (Tunnel Dwellers), Erik Hallgrimsson, Kiza, LaFronce Bennett, Sergei Rose, Tyrus Krill, Adewale Ekoku, Anders Nobel, Cedric Crichton, Dana Holmes, Daniel Wyzcenko
Dave Finn, Eleanor Sanford, Frida Rivera, Ikeda Honda, Jorrsk, Jymrsk, Lucy Priest, Nasya Ehrlich (Earth-11052), Optoman, Oracle (O-Force), Orchid (O-Force)
Ozone, Renata Da Lima, Ruth Durie, Seiji Honda, Sigmund Freud, Stan Collins, Taran, Timmy Glenn, Tony Robb, Vicki of Humbabu, Victoria Anderson
Yorkie Mitchell, Derek Zheng, Holly (X-Corporation), Joey Cascio, Jorge Lukas, Josette, Litigious Bradley, Maria Bonnaventura, Mitchell Abrams, Mr. Jones, Mr. Taylor
Mrs. Taylor, Natalie Wood, Robert (Mutant), Rodrigo de Smith, Roja Sanford, Sanji Yamamoto, Sentinel (Juston), Stephanie Bradley, Andy Hartnell, Askid, Bartholomew Grice
Fatal Sisters, Germaine Caruso, Hilda, Johan Schumann, Markita, Matthew (District X), Rikuto, Sherman Weisman, Stringfellow, Sulumor, Vanessa
Ali Kokmen, Alicia Downing, Anne Moore, Ashei, Charles Bohusk, Esther (Angel), Groza, Hyllus, Jaime Vanderwall, Kathy Bohusk, Katie Atkinson
Linus Sinker, Mboye, Noah Crichton, Philip (Mutant), Ted Simmons, Vane, Winston Frankowski, Yuri (Rasputin), Andrew Gardner, Andrew Mussawyr, Angela Stover
Arthur Hardy, Asclepius, Barry Kanczeski, Beru Addison, Cecily Johnson, Charles Luc Phan, Charles Yameogo, Chipper (Hurricane), Constance, Dezmond Harris, Donna Altieri
Dorothy Cardoza, Edward Randlebuck, Farissa, Ferris Hartke, Gary Peterson, Gilbert Wiles, Harriet Best, Henry Buchanan, Ishiguro, James Louis Prindle, Jared Nelson
Jennifer Hardy, Joe Atlantis, Jonadab Megyscol, Leon Frankfurt, Lisa Hardy, Little Cloud, Maguire, Malcolm Hardy, Malcolm Modern, Mandy Atkinson, Marcus Estrada de la Garc\u00eda
Maria Atlantis, Mark Runnemeyer, Mr. Miller, Mrs. Miller, Natalie Bell, Ned Hardy, Ned Ralston, Neil Shelton, Nell Hardy, Phyllis Dennefer, Positron (Annie)
Rana Mousabi, Robert Dolan, Roy Dennefer, Samaya, Sarah Purser, Sean Beckett, Senator Dickerson, Sergeant Davis, Sonya van Jagt, Spa-fon and Squa-tront, Steve Cochrane
Tarq Maru, Theodore Pendleton, Tin (Horse), Tiv, Adamantine, Beefcake (LMD), Bei-Ming Tian, Bill Price, Detective Fant\u00f4me, Docteur Q, Elsbeth Kleinenshvitz
Father Spider, Govan, Grasshopper (Unnamed), Harley Cooper, Janet Grant, Kwai Jun-Fau, La Lumi\u00e8re Bleue, Le Cowboy, Le Vent, Lightstorm, Longlegs Secundus
Mike Williams, Nurotox, Pseter Psarker, Red Dragon (SHE), Simon Strange, Spider-Mech, Tony Stark 2.0, Vayle, Vision (Onslaught Reborn), Alarr, Andre Mexer
Anitun, Castor, David Gonzales, Ernst Fleisher, Fighter One, Great Mongoose, Harold Hogan (Earth-20051), Kingii, Lady Shadra, Mighty Mother, Mr. Abbott
Mrs. Abbott, Selma Schaub, Squire Gulo, St. George, Thaddeus Destine, Wishing Man, Xiong, Bryan Anderson, David Green, Dorhun, Fenn-Ra
Francis Key, Freena, Freya Shane, Grondaar, Guy Dimond, Harrald, Helen Cho, James Jackson, Jenny Keaton, Jianjun, John Hancock
John Skinner, Josh Atwater, Kyle Dyne, Li Park, Liev-Ra, Lucas Maats, M-1, M-12, M-3, M-5, M-8
Major Samson, Most Perfect Hero, Nassis, Ninth Immortal, Philip Cho, Princess of Clouds, Proctidae, Robert Shaw, Tangerine, Tennet, Thunderer
William Beanes, Zyziwc Tiel, Abu M\u016bs\u0101 J\u0101bir ibn Hayy\u0101n al-Azdi, Achak, Chetfield Murray, Cody Twain, Cteno, Dendrok, Elphane, Eos (Deity), Hathor
Helene St. Just, Husni, Imhotep, Jason (Siege Character), Jason Halloway, Jeffrey Winstone, Jimmy (Broxton), Liam Cassidy, Louise Spalding, Mayzen, Mentor (Female)
Mr. Cohuelo, Mrs. Cohuelo, Ms. Puck-Man, Nareema, Porphyr, Puck-Man, Thetis, Alice Terrel, Archimedes, Bluzia, Brian Cole
Byrd, Carlos Ayala, Charlie Stokes, David Rickford, Doc (Guardsman), Emmett, Emmie Stevens, Grain Belt, Hayes, Iroxx, Jennifer Grimaldi
Jennifer Monroe, Kasim, Lanie, Leo Jacobson, Leonard Gary, Lynn Richards, Major Stephenson, Malcolm Monroe, Meadowlark, Pioneer, Poi
Quelin, Red Webo, Robert Martin, Sandra Murphy, Shahrazad Rafiee, Siri Ullall, Steve (Teenage Hero), Sunflower, Suzume, Terrence, Thrann
Tiki, Topeka, Transisto-Mech, Two-ton, Wongus, Alpha Achromic, Gur, Insignia, Mints, Rotary, Wanxia
Zaoxing, Anthony Miller, Boxx, Mr. Kane, Natalie Turner, Peter Brown, Arcturus (Angel), Axe (Valkyries), Chakel, Claude LeBron, Cliff Morgan
Crag, Daniel Wiley, Ephesus, Erista, Falke, Frank Brukner, Gahck, Gonar, Harry Moron, Highlander, Irene Martinez
Javier La Brava, Kaffkal, Kiri Shamara, Lusa Gregor, Mairi, Malcolm Little, Mantor the Magician, Marisol Guerra, Mary Jo Besselo, Mort Graves, Phadros
Phoenix Messiah (Demon), Primate, Sterilon, Sygnet, Thera, Todyquiel, Wheels (Wolinski), Woodrow McCord, Agent Hayes, Alice Taylor, Angela Pym
Brad Pym, Capitaine Fantome, Crimson (Hunt), Doctor Kettlewell, Doris Pym, Drive, Dylan Mason, Dynamo (Habit Heroes), ForgetMeNot, Fuel (Habit Heroes), Jaime Maldonado
Jin (Habit Heroes), Jourr, Kirren, Koenig, Le Coq Bleu, Lynx (Princess), Mikhail Zamorska, Mr. Taylor (Nova), Number 23 (Spiderling), Pandora Peters, Petras Petragon
Prochaine Sortie, Quench (Habit Heroes), Robert (Kid Copper), Sliver, Smasher 10, Smasher 11, Smasher 12, Subguardian Smasher-7, Subguardian Warstar, Teddy (Serval), Tolos
Tumult, Vector (Ascendants), Zamira, Ertve, Invisible Man (Gade), Rene D'Auvergne, "Elizabeth \""Betsy\"" Ross ", Patrick O'Toole, Cappy (Marla Drake's Doorman), Fourth Musketeer, Francine (Marla Drake's Maid)
Alexander Schrott, Daniel O'Toole, Al Larson, Harold Bough, Emit Erut-Uf, Jerry Arnold (Earth-5106), M'Tuba, Sargent O'Hooligan, Crusader (O'Dare), Blazer (Outlaw Kid), Frank Johnson (Zzutak's Creator)
Gruto, Robert O'Bryan, Bernard O'Brien, Seymour O'Reilly, Ruby (Thug's girlfriend), T'Chaka, T'Challa, Sergius O'Hoolihan, W'Kabi, Lobo (William Talltrees' 1st), B'Tumba
Spike (The People), Shanna O'Hara, A'Lars, Helios (Eternal), N'Kantu, Oceanus (Eternal), Perse, Angel O'Hara, Rhyl, Azu M'Dammen, James D'Angelo
N'Dar\u00e9, Eamon O'Donnell, Michael O'Brien, Murius, Rambu, Wayfinder (Microverse), Ch'od, Cr'reee, Hydron (Salem's Seven), Thornn (Salem's Seven), Vertigo (Salem's Seven)
Emueli, Khonsah, Klara, Kronak, Lodah, Norak, Sarak, Selma, Shakan, Sher-La, T'Kora
W'kandro, Althea, Jeannine O'Connell, Tambura, Bridgit O'Hare, Dragon Lord's son, Nyambe, Six (Freaks), Thor Odinson (Pre-Ragnarok), Xi'an Coy Manh, Al Gentle
K'lm Fhet, Khup, M'Dom Typ, Shanga Fia Delph'goram, Terminator (Mentus's Servant), Wend, Benjamin Abramov, Brigid O'Reilly, K'Rel, Mani, Daniel Rand (H'ylthri)
Jonas N'Dingi, N'longa, John Dancer, Mary Garwin, Philip Ramsey, Lourdes Chantel, Yankee Clipper (Female), C'Jime, M'Daka, M'Rinn, O'Donnell (Madripoor)
Seymour the All-Seeing Astrologer, Enbe, Gelva, Orphelia Jones, Wai Chee Yee, Jack D'Auria, Ralf (Impossible Dog), Deborah & Donald Ritter, Eliot Villagran, Spirit of Christmas, Thallo
Tranta, Bridget O'Neil, K'Maria, Patrick Herbert, Psyche (Deity), Cernunnos, Meer'lyn, Oracle (Warbird), Paco Montoya, Syth'kach, Chandra O'Keefe
Chief O'Grady, Fath'raj, H.R. O'Damia, N'Kano, Ou'zli, Paul (Cat's Eye), Shy'tarra, Shym'r, Si'ani, Simone Jackson, T'kyll Alabar
Tas'Wzta, Aldo, Blaast, D'rehn, Grot, K'rin, Lyth'ka, Mylz-ob'ryn, Rok, T'Cahr, Torthar
Antonio Rey, Conner O'Reilly (Heroes Reborn), Cornelia van der Valk, Debra Crovi, Emilie Scholz, Hamish Carlyle, Iman Dashire, Jane Melville, K'illace, K'kkt, Landar
Michele Argento, Orthus (Heroes Reborn), Sentinel (Daria), Silvie Rouge, Yahnos Tr'morr, K'toth, Brady O'Neil, Cleito, Virginia Romita, Wynona Wingfoot, Ajes'ha
Ce'Athauna Asira Davin, Reno (Secret Agent), Azazel (Grigori), Masahiko, Max Parrish, P'kar, P'krrd, R'tee, T'Dogo (Heroes Reborn), X'Hoss, Z'Cann
Barker (Dog), Karinna Rose, Kathleen O'Meara, Rose O'Hara, Jeremy Markley, Josiah's Surrogate Mother, Reuben O'Hara, Carlo Brewster, Greg Carlson, Frankenstein's Monster (Clone), H'Rham
K'Shan, K'Tyah, Louis Sadler's son, M'Shula, Matthew Bronleewe, Numara D'athahr, Q'Ran, Richard Chung, S'Yan, T'Shan, Todd Casey
Ya'lont, Yuri's stepmother, Ame-no-minaka-nushi-no-kami, Anissa Dorsey, Dai'andral, Eric O'Grady, Kal'ti, Kerberos (Skrull), Kid Clayton, Korvus Rook'shir, Mrs. Munroe
N'Ruto, Ororo's grandmother, Perry Moore, Robin Parrish, Sir Henry, Sir William, Z'Reg, 'Spinner, Alan O'Neil, Aphrodite (CSA), Chandra (Centaurian)
Jazinda Kl'rt-Spawn, Travis Parham, Vyr'tal, Anitun (Triumph Division's second incarnation), Great Mongoose (Triumph Division's second incarnation), K'vvvr, Mighty Mother (Triumph Division's second incarnation), Red Feather (Triumph Division's second incarnation), Samuel N'Dingi, St. George (Triumph Division's second incarnation), Wishing Man (Triumph Division's second incarnation)
Glitter (Shi'ar), Gnowee, Horse (Shi'ar), Julunggul, Madame Curie Cho, Mamaragan, N'Iix, N'Tomo, Death's Head (Carl), Finnan O'Bradaigh, Jill Hepburn
Marera Serrano, Sverrik, Alaka'i Ryan II, Ava'Dara Naganandini, Aimee (Clint Barton's neighbor), Daisy (All-Women's Squad), Deke (Clint Barton's neighbor), Fighter One (Triumph Division's second incarnation), Gilbert (Clint Barton's neighbor), Simone (Clint Barton's neighbor), The Hypst'r
Tito (Clint Barton's neighbor), Mister Z'zz, Aberham, Amo, Ayesha of Balobedu, Blabek, Byrrahna, Cisa, Cloudstrider, Dashak, David (Angel)
Edward Stark, Elsie Manning, Fallen Angel, Farax, Friagabbi, Geirahord, Georgia Orr, Glumph, Goll, Gunna (Valkyries), Harmonia
Helmviga, Herfjotur, Howard Samuels, Howard Stark Sr., Immanu, Izadquiel, Jay Littlebear, Jefferson Reed, Jim Cunningham, Jodyquiel, Joline Cargill
K'renn, Korro, Kre'shje, Krista Marwan, Lamar Cransfield, Lanette Raye, M'yra, Marcan, Metatron, Michael (Angel), Muuvar
N'Yami, Namita, Narvi, Nereus, Nick White, Orelem, Patricia Collins, Pruda, Radgrid, Randgrid, Raphael (Angel)
Ross Kincaid, Rota, Sansenoy, Semangol, Senoy, Shemhazai, Siegrina, Sigurdrifta, Skeggjold, Teneel, Terri Lee
Terry Raymond, Theodore Kroeber, Urizen Ul'var, William Falsworth, Ana (Natasha Romanoff's neighbor), Finch (Kate Bishop's neighbor), K'thol, Marcus (Kate Bishop's neighbor), Melanie Kapoor, Thane (Thanos' son)
